nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004689	Frédéric Forestier	1969	\N	director,writer,actor	tt3410528,tt15049366,tt0463872,tt6286630
nm0004690	Marc Rizzo	\N	\N	art_director,production_designer,actor	tt0171135,tt0110136,tt1560976,tt0208017
nm0004691	Aaliyah	1979	2001	soundtrack,actress,composer	tt0238546,tt0118617,tt0118998,tt0165929
nm0004692	Mark Addy	1964	\N	actor,soundtrack	tt0119164,tt0944947,tt0183790,tt0955308
nm0004693	Lou Adler	1933	\N	soundtrack,producer,music_department	tt0120890,tt0090329,tt0078446,tt0073629
nm0004694	Christina Aguilera	1980	\N	soundtrack,actress,composer	tt1839337,tt1126591,tt4877122,tt0203009
nm0004695	Jessica Alba	1981	\N	actress,producer,cinematographer	tt0120667,tt0401792,tt0486576,tt0985694
nm0004696	Buzz Aldrin	1930	\N	actor,miscellaneous,writer	tt8760684,tt0898266,tt1872220,tt1399103
nm0004697	Erika Alexander	1969	\N	actress,director,writer	tt0106056,tt5052448,tt10310096,tt0453467
nm0004698	Kim Alexis	1960	\N	actress	tt0112006,tt0101069,tt0083399,tt0120701
nm0004699	Lucky Ali	1958	\N	music_department,actor,soundtrack	tt0234000,tt3148502,tt0332766,tt0294662
nm0004700	Tatyana Ali	1979	\N	actress,producer,soundtrack	tt0385726,tt0155776,tt0098800,tt0069658
nm0004701	Marcus Allen	1960	\N	actor,soundtrack,producer	tt12468938,tt5503686,tt0115101,tt0436754
nm0004702	Marty Allen	1922	2018	actor,soundtrack,director	tt0060619,tt0065327,tt0071123,tt0087777
nm0004703	Alley	\N	\N	actress	tt0230043
nm0004704	Herb Alpert	1935	\N	soundtrack,music_department,actor	tt0086006,tt1300854,tt5164214,tt0090329
nm0004705	Summer Altice	1979	\N	actress	tt0463034,tt3276924,tt0396269,tt0277296
nm0004706	Louie Anderson	1953	2022	actor,writer,producer	tt3468798,tt0112047,tt0094898,tt0091042
nm0004707	Mario Andretti	1940	\N	actor,writer,camera_department	tt0317219,tt6375640,tt0075774,tt1860353
nm0004708	Michael Andretti	1962	\N	actor,camera_department,producer	tt0115320,tt0115101,tt0132245,tt10771928
nm0004709	Giuseppe Andrews	1979	\N	actor,director,writer	tt0303816,tt0120789,tt0165710,tt0151738
nm0004710	Naveen Andrews	1969	\N	actor	tt0116209,tt1758595,tt0411008,tt1077258
nm0004711	Marc Anthony	1968	\N	soundtrack,actor,composer	tt0163988,tt0328107,tt0163187,tt0120746
nm0004712	Fiona Apple	1977	\N	soundtrack,actress,composer	tt1758830,tt0120789,tt1478338,tt2699110
nm0004713	Jodi Applegate Kay	1964	\N	actress	tt0278633,tt4422836,tt2071645,tt1194173
nm0004714	Giorgio Armani	1934	\N	costume_department,costume_designer,actor	tt0468569,tt0361748,tt0094226,tt1535108
nm0004715	Will Arnett	1970	\N	actor,producer,writer	tt0367279,tt1490017,tt4116284,tt3949660
nm0004716	Darren Aronofsky	1969	\N	producer,director,writer	tt5109784,tt0414993,tt0180093,tt0138704
nm0004717	Peter Asher	1944	\N	soundtrack,actor,music_department	tt0120591,tt0352277,tt0770828,tt1277953
nm0004718	Desmond Askew	1972	\N	actor	tt0454841,tt0139239,tt0201391
nm0004719	Jennifer Aspen	1973	\N	actress,producer,writer	tt0413573,tt0892535,tt0419984,tt0247082
nm0004720	Patti Austin	1950	\N	soundtrack,actress,music_department	tt0083641,tt0098319,tt1832045,tt0096316
nm0004721	Erykah Badu	1971	\N	soundtrack,actress,music_department	tt0118747,tt0124315,tt7634968
nm0004722	Glen Ballard	1953	\N	soundtrack,composer,music_department	tt7322210,tt0338348,tt0167757
nm0004723	Tyra Banks	1973	\N	producer,writer,actress	tt0200550,tt0220506,tt0942385,tt0363307
nm0004724	Christine Baranski	1952	\N	actress,soundtrack,producer	tt6911608,tt0299658,tt0795421,tt2180411
nm0004725	Charles Barkley	1963	\N	actor,writer,producer	tt0102059,tt0124718,tt8009428,tt0113097
nm0004726	Lance Bass	1979	\N	actor,producer,soundtrack	tt0942385,tt0196229,tt0279286,tt0257516
nm0004727	Kylie Bax	1975	\N	actress	tt0179477,tt0192071,tt0204175,tt0199650
nm0004728	Carole Bayer Sager	1947	\N	soundtrack,music_department,composer	tt0110216,tt0128853,tt0082031,tt0076752
nm0004729	Michael Beach	1963	\N	actor,producer	tt7125860,tt0120169,tt0197182,tt1477834
nm0004730	Orson Bean	1928	2020	actor,writer,soundtrack	tt0120601,tt0077687,tt0093260,tt0052561
nm0004731	Garcelle Beauvais	1966	\N	actress,producer,writer	tt0094898,tt0280486,tt0897361,tt2250912
nm0004732	Boris Becker	1967	\N	actor	tt1842451,tt3770700,tt10467632,tt16387572
nm0004733	Walter Becker	1950	2017	soundtrack,composer,producer	tt0790736,tt0181875,tt0443706,tt0429493
nm0004734	Tyson Beckford	1970	\N	actor,producer	tt0326769,tt0378109,tt0196229,tt0374201
nm0004735	James Van Der Beek	1977	\N	actor,music_department,writer	tt0292644,tt6390538,tt0118300,tt0139699
nm0004736	Jason Behr	1973	\N	actor,soundtrack	tt0391198,tt0372873,tt0461703,tt0201391
nm0004737	Shari Belafonte	1954	\N	actress,camera_department,producer	tt0085032,tt8478042,tt2435970,tt0105151
nm0004738	Catherine Bell	1968	\N	actress,producer,script_department	tt0315327,tt0112022,tt1105729,tt0452573
nm0004739	Lauralee Bell	1968	\N	actress,producer,writer	tt3412828,tt0069658,tt1577049,tt8079880
nm0004740	Bill Bellamy	1965	\N	actor,producer,writer	tt7942794,tt14972114
nm0004741	Camilla Belle	1986	\N	actress,soundtrack,producer	tt0465580,tt0455857,tt0443649,tt0120791
nm0004742	Maria Bello	1967	\N	actress,producer,writer	tt0318374,tt0399146,tt0200550,tt4786282
nm0004743	Gil Bellows	1967	\N	actor,producer,director	tt0110395,tt0111161,tt4687882,tt8594276
nm0004744	Lawrence Bender	1957	\N	producer,camera_department,actor	tt0361748,tt0266697,tt0110912,tt0105236
nm0004745	Paulo Benedeti	1975	\N	actor,writer,producer	tt0044265,tt4837396,tt0120890,tt0092325
nm0004746	Tony Bennett	1926	\N	soundtrack,actor,writer	tt0369610,tt0407304,tt2281587,tt0060801
nm0004747	Wes Bentley	1978	\N	actor,producer,soundtrack	tt0169547,tt1392170,tt0804516,tt0816692
nm0004748	Julie Benz	1972	\N	actress,soundtrack,producer	tt0773262,tt0462499,tt1600194,tt2189221
nm0004749	Emily Bergl	1975	\N	actress	tt0144814,tt2334873,tt0289830,tt0210094
nm0004750	Marilyn Bergman	1928	2022	soundtrack,music_department,writer	tt0061811,tt0070903,tt0114319,tt0084805
nm0004751	Crystal Bernard	1961	\N	actress,soundtrack	tt0098948,tt0093996,tt0119215,tt0080233
nm0004752	Troy Byer	1964	\N	actress,writer,director	tt0081856,tt0101891,tt0118663
nm0004753	Leslie Bibb	1973	\N	actress,producer,soundtrack	tt1197624,tt0371746,tt0415306,tt1228705
nm0004754	Jessica Biel	1982	\N	actress,producer,soundtrack	tt0435705,tt1386703,tt0324216,tt0443543
nm0004755	Jason Biggs	1978	\N	actor,producer	tt0252866,tt0163651,tt0217630,tt1605630
nm0004756	Clint Black	1962	\N	actor,producer,soundtrack	tt0305224,tt0110478,tt0107711,tt1381767
nm0004757	Selma Blair	1972	\N	actress,producer	tt0253867,tt0411477,tt0139134,tt0167190
nm0004758	Asha Blake	1961	\N	actress	tt0211818,tt0337551,tt0171925,tt1206246
nm0004759	Kayla Blake	1963	\N	actress,miscellaneous	tt0369436,tt0165961,tt0763831
nm0004760	Jennifer Blanc-Biehn	1974	\N	actress,producer,director	tt0204993,tt2797642,tt3552592,tt1535616
nm0004761	Rachel Blanchard	1976	\N	actress	tt0863046,tt0373450,tt0387764,tt2802850
nm0004762	Miko Blanco	\N	\N	miscellaneous	tt0098071
nm0004763	Mary J. Blige	1971	\N	soundtrack,actress,composer	tt1454029,tt1336608,tt2396589,tt0929632
nm0004764	Charlene Bloom	\N	\N	actress	tt0187078,tt0111994,tt0176376,tt0115372
nm0004765	Andrea Bocelli	1958	\N	soundtrack,actor,writer	tt1839492,tt0122690,tt5523010,tt0493464
nm0004766	Steven Bochco	1943	2018	writer,producer,miscellaneous	tt0081873,tt0112086,tt0106079,tt0090466
nm0004767	Joseph Bologna	1934	2017	actor,writer,director	tt2084952,tt0086973,tt0074205,tt0142342
nm0004768	Gillian Bonner	1966	\N	producer,editor,actress	tt3774134,tt2485152,tt0340937,tt2485168
nm0004769	Pat Boone	1934	\N	soundtrack,actor,producer	tt0052948,tt0056526,tt0348150,tt0102266
nm0004770	David Boreanaz	1969	\N	actor,producer,director	tt0242998,tt0460627,tt0162065,tt0118276
nm0004771	Da Brat	1974	\N	actress,producer,soundtrack	tt0281364,tt0119807,tt0208003,tt0112442
nm0004772	Toni Braxton	1966	\N	producer,actress,soundtrack	tt0103859,tt1520498,tt5037902
nm0004773	Lisa Brenner	1974	\N	actress,producer	tt0187393,tt7250378,tt1621046,tt3514324
nm0004774	Angelica Bridges	1970	\N	actress,producer	tt0132347,tt0106079,tt0170982,tt0096542
nm0004775	Todd Bridges	1965	\N	actor,producer,director	tt3466524,tt0176578,tt0077003,tt0862934
nm0004776	Pat Briggs	\N	\N	actor	tt0252802,tt0118586
nm0004777	Erin Brockovich-Ellis	1960	\N	writer,producer,miscellaneous	tt0195685,tt0360261,tt11237708,tt6371882
nm0004778	Adrien Brody	1973	\N	actor,producer,soundtrack	tt2278388,tt1683526,tt1605783,tt0253474
nm0004779	Garth Brooks	1962	\N	soundtrack,actor,producer	tt0119313,tt0186151,tt0126916
nm0004780	Meredith Brooks	1958	\N	soundtrack,actress,composer	tt0120832,tt1205535,tt0207201,tt0131369
nm0004781	Bobbie Brown	1969	\N	actress	tt0104135,tt0107362,tt0101615,tt0111892
nm0004782	Kimberly J. Brown	1984	\N	actress,producer,miscellaneous	tt0173886,tt0305669,tt0377471,tt0161023
nm0004783	Ryan Browning	1974	\N	actor	tt0118276,tt0245891,tt0261992,tt0366709
nm0004784	Tony Bui	1973	\N	writer,producer,director	tt0138874,tt4076980,tt0229002,tt0202128
nm0004785	Delta Burke	1956	\N	actress,producer,soundtrack	tt0207201,tt0103399,tt0090418,tt0161233
nm0004786	Brooke Burns	1978	\N	actress,soundtrack	tt1327788,tt1640571,tt0096542,tt0256380
nm0004787	Saffron Burrows	1972	\N	actress,director,soundtrack	tt0332452,tt7335184,tt3502172,tt0200465
nm0004788	Rebeccah Bush	1968	\N	actress	tt0106004,tt0046593,tt0096671,tt0092359
nm0004789	Amanda Bynes	1986	\N	actress,soundtrack	tt0427327,tt0454945,tt0286788,tt1282140
nm0004790	Scott Caan	1976	\N	actor,writer,director	tt0139699,tt0240772,tt0496806,tt0187078
nm0004791	Linda Lee Cadwell	1945	\N	director,actress,writer	tt0106770,tt0086011,tt0072562,tt0217243
nm0004792	Ashley Tesoro	1983	\N	actress,writer,producer	tt0106123,tt0113690,tt0175323,tt0092325
nm0004793	Monica Calhoun	1971	\N	actress,producer	tt0095801,tt2083355,tt0168501,tt0119905
nm0004794	Glen Campbell	1936	2017	soundtrack,actor,music_department	tt6565702,tt0065126,tt0149261,tt0149523
nm0004795	Jessica Campbell	1982	2020	actress,camera_department,producer	tt0104496,tt0256359,tt0126886,tt0288584
nm0004796	Tevin Campbell	1976	\N	actor,soundtrack,composer	tt0120207,tt0117891,tt0113198,tt0101507
nm0004797	Bruno Campos	1973	\N	actor,soundtrack	tt0780521,tt0361217,tt0156196,tt0416658
nm0004798	Stephen J. Cannell	1941	2010	writer,producer,actor	tt0080289,tt0071042,tt0081871,tt0092484
nm0004799	Mark Canton	1949	\N	producer,production_manager,miscellaneous	tt3281796,tt0416449,tt1253864,tt1259528
nm0004800	Jessica Capshaw	1976	\N	actress,soundtrack,miscellaneous	tt0413573,tt9866072,tt0181689,tt0242998
nm0004801	Nestor Carbonell	1967	\N	actor,director,writer	tt2188671,tt1345836,tt0468569,tt0411008
nm0004802	Linda Cardellini	1975	\N	actress,producer,soundtrack	tt0388795,tt4913966,tt0267913,tt2395427
nm0004803	Amie Carey	\N	\N	actress	tt0120238,tt0129884,tt0108724,tt0229792
nm0004804	Drew Carey	1958	\N	producer,actor,writer	tt0106598,tt0810913,tt0358082,tt0111945
nm0004805	Adam Carolla	1964	\N	writer,producer,actor	tt0202741,tt0814130,tt1772341,tt4875844
nm0004806	Charisma Carpenter	1970	\N	actress,producer,soundtrack	tt0412253,tt1320253,tt1764651,tt0162065
nm0004807	Gabriel Carpenter	1977	\N	actor	tt0200027,tt0108876,tt0247081,tt0164114
nm0004808	Lisa Nicole Carson	1969	\N	actress,soundtrack	tt0108757,tt0110186,tt0118254,tt0123964
nm0004809	Aaron Carter	1987	\N	actor,soundtrack,producer	tt0356470,tt0268397,tt0288045,tt0247638
nm0004810	Chris Carter	1956	\N	writer,producer,director	tt0120902,tt0443701,tt0106179,tt0182587
nm0004811	Deana Carter	1966	\N	soundtrack,actress,music_department	tt4883336,tt1298649,tt0119313,tt0118617
nm0004812	Lynda Carter	1951	\N	actress,soundtrack,producer	tt0405325,tt0074074,tt0377818,tt7126948
nm0004813	Nancy Cartwright	1957	\N	actress,soundtrack,producer	tt0096697,tt0120685,tt0386789,tt0462538
nm0004814	Jessica Cauffiel	1976	\N	actress,producer,writer	tt0250494,tt0412080,tt0381707,tt0111945
nm0004815	Christine Cavanaugh	1963	2014	actress,soundtrack	tt0112431,tt0293092,tt0115157,tt0116695
nm0004816	Lumi Cavazos	1968	\N	actress	tt0115734,tt0103994,tt0857255,tt0163983
nm0004817	Matt Cedeño	1973	\N	actor	tt3843168,tt3281796,tt2226342
nm0004818	Jo Champa	1968	\N	actress,producer	tt1421051,tt0102614,tt0112022,tt0112883
nm0004819	Charo	1951	\N	actress,soundtrack,miscellaneous	tt0078740,tt3566726,tt0063696,tt0111419
nm0004820	Morris Chestnut	1969	\N	actor,producer,director	tt1911644,tt0168501,tt0114781,tt1650554
nm0004821	Michael Chiklis	1963	\N	actor,producer,director	tt0486576,tt0286486,tt0101069,tt1844624
nm0004822	Melanie C	1974	\N	soundtrack,actress,music_department	tt0120185,tt9620292,tt8106534,tt0286499
nm0004823	Scarlett Chorvat	1972	\N	actress	tt0247096,tt0281865,tt0364725,tt0218864
nm0004824	China Chow	1974	\N	actress,producer	tt0192111,tt0283003,tt0120609,tt0384833
nm0004825	Emmanuelle Chriqui	1975	\N	actress,producer	tt0214388,tt0960144,tt0348333,tt0295700
nm0004826	Helena Christensen	1968	\N	actress,miscellaneous	tt4959548,tt0424789,tt0110907,tt1365471
nm0004827	Eddie Cibrian	1973	\N	actor	tt0197182,tt2083355,tt0118484,tt0402901
nm0004828	Cisco	\N	\N	actor	tt0155877,tt0456291,tt1071161
nm0004829	Spencer Treat Clark	1987	\N	actor,producer	tt5574490,tt2364582,tt0172495,tt0327056
nm0004830	Tamara Clatterbuck	1963	\N	actress	tt0058796,tt0117603,tt0452046,tt0069658
nm0004831	Natalie Cole	1950	2015	soundtrack,actress,music_department	tt0316732,tt0096061,tt0100405,tt0448115
nm0004832	Paula Cole	1968	\N	music_department,soundtrack,actress	tt0230838,tt0120632,tt0119668,tt0146336
nm0004833	Gary Collins	1938	2012	actor,writer	tt0065377,tt0075503,tt0080836,tt0068132
nm0004834	Stephen Collins	1947	\N	actor,soundtrack,director	tt0115083,tt0116313,tt0450259,tt0079945
nm0004835	Sean 'Diddy' Combs	1969	\N	soundtrack,producer,actor	tt0120685,tt0172156,tt0285742,tt1226229
nm0004836	Brian Connolly	\N	\N	actor	tt0089200,tt1933790
nm0004837	Richard Cook	\N	\N	actor,writer	tt0284426,tt0193254
nm0004838	Martha Coolidge	1946	\N	director,producer,writer	tt0172348,tt0102753,tt0086525,tt0089886
nm0004839	Coolio	1963	\N	soundtrack,music_department,actor	tt0119807,tt0287978,tt0112792,tt2222042
nm0004840	Alice Cooper	1948	\N	soundtrack,actor,composer	tt1077368,tt0093777,tt1877832,tt0105793
nm0004841	Stewart Copeland	1952	\N	composer,music_department,soundtrack	tt0102034,tt0091635,tt0086216,tt0158983
nm0004842	Billy Corgan	1967	\N	soundtrack,music_department,producer	tt0145531,tt0117438,tt0418279,tt0118688
nm0004843	Don Cornelius	1936	2012	writer,producer,actor	tt0096223,tt0202409,tt0161194,tt0144528
nm0004844	Dan Cortese	1967	\N	actor,soundtrack,director	tt0114202,tt0106697,tt0321018,tt0118506
nm0004845	Elvis Costello	1954	\N	soundtrack,actor,composer	tt0145660,tt0159365,tt0415306,tt0120185
nm0004846	Marisa Coughlan	1974	\N	actress,writer,producer	tt0247745,tt0859635,tt0265591,tt0240515
nm0004847	Walter Cronkite	1916	2009	actor,editorial_department,producer	tt0050072,tt0065314,tt0398443,tt0337550
nm0004848	Cathy Lee Crosby	1944	\N	actress,producer,executive	tt0217979,tt0105151,tt0072419,tt0079027
nm0004849	David Crosby	1941	\N	soundtrack,actor,music_department	tt0101393,tt1950186,tt0102057,tt0165854
nm0004850	Alexis Cruz	1974	\N	actor,miscellaneous	tt0123324,tt0111282
nm0004851	Penélope Cruz	1974	\N	actress,soundtrack,producer	tt0497465,tt0441909,tt0259711,tt1298650
nm0004852	Jane Curtin	1947	\N	actress,soundtrack	tt0086742,tt0106598,tt1155056,tt0115082
nm0004853	Julie Cypher	1964	\N	assistant_director,director	tt0816420,tt0111397,tt0094027
nm0004854	Billy Ray Cyrus	1961	\N	actor,soundtrack,writer	tt0166924,tt1114677,tt1273678,tt0493093
nm0004855	Mike D	1965	\N	soundtrack,actor,composer	tt10872600,tt2660888,tt0796366,tt0433035
nm0004856	Carson Daly	1973	\N	producer,actor,music_department	tt0167735,tt0261983,tt1839337,tt0236348
nm0004857	Tim Daly	1956	\N	actor,producer,director	tt0247097,tt2027128,tt0098948,tt0264395
nm0004858	Patrika Darbo	1948	\N	actress,producer,director	tt0112431,tt0120179,tt1192628,tt0058796
nm0004859	Dana Daurey	1976	\N	actress	tt1218509,tt0374536,tt1714204,tt0177991
nm0004860	Clive Davis	1932	\N	soundtrack,producer,music_department	tt1659337,tt5463162,tt0280486,tt0800241
nm0004861	Josie Davis	1973	\N	actress,producer,writer	tt0369179,tt13846948,tt0086681,tt2997244
nm0004862	Kristin Davis	1965	\N	actress,producer,soundtrack	tt1000774,tt0790604,tt0159206,tt1261945
nm0004863	Marvin Davis	1931	2005	actor	tt0038908,tt0127416
nm0004864	Nancy Reagan	1921	2016	actress	tt0041327,tt0042952,tt0050500,tt0043852
nm0004865	Taylor Dayne	1962	\N	actress,soundtrack,composer	tt0756621,tt0335559,tt0306841,tt0101921
nm0004866	Amanda De Cadenet	1972	\N	actress,producer	tt0106440,tt0119098,tt0113101,tt0120620
nm0004867	James DeBello	1980	\N	actor,soundtrack	tt0303816,tt0257106,tt0163651,tt0165710
nm0004868	Majandra Delfino	1981	\N	actress,soundtrack,producer	tt1055292,tt0201391,tt0181865,tt0212235
nm0004869	Pepa	1969	\N	actress,producer,soundtrack	tt0112697,tt0115783,tt0116707,tt1431045
nm0004870	Paula Devicq	1965	\N	actress	tt1400335,tt1820742,tt0381798,tt1764183
nm0004871	Neil Diamond	1941	\N	soundtrack,music_department,composer	tt10539608,tt0239948,tt0080948,tt0070248
nm0004872	Don Diamont	1962	\N	actor,stunts	tt0126411,tt0110399,tt0096542,tt0305224
nm0004873	Andy Dick	1965	\N	actor,writer,producer	tt0424993,tt0215129,tt0141369,tt0110950
nm0004874	Vin Diesel	1967	\N	producer,actor,director	tt0232500,tt2015381,tt2820852,tt0295701
nm0004875	Taye Diggs	1971	\N	actor,producer,soundtrack	tt0294870,tt0185371,tt0238380,tt0299658
nm0004876	Dishwalla	\N	\N	soundtrack,actor,music_department	tt0124298,tt0112950,tt0163651,tt0164181
nm0004877	Roy Edward Disney	1930	2009	producer,writer,director	tt0088814,tt0120910,tt0046593,tt0070422
nm0004878	Kevin Dobson	1943	2020	actor,director	tt0078638,tt0450385,tt0074899,tt0069599
nm0004879	Snoop Dogg	1971	\N	actor,soundtrack,producer	tt0255819,tt0139654,tt1860353,tt0335438
nm0004880	Micky Dolenz	1945	\N	actor,producer,director	tt0063049,tt0999913,tt0373883,tt0060010
nm0004881	Plácido Domingo	1941	\N	actor,soundtrack,music_department	tt1450321,tt0159876,tt0203009,tt2262227
nm0004882	Phil Donahue	1935	\N	actor,producer,director	tt0090466,tt0092325,tt1068634,tt0065335
nm0004883	Tate Donovan	1963	\N	actor,director,soundtrack	tt1024648,tt0119282,tt0822854,tt4034228
nm0004884	Roma Downey	1960	\N	actress,producer,director	tt2245988,tt3210686,tt2638144,tt0108968
nm0004885	Fred Dryer	1946	\N	actor,producer,writer	tt0086734,tt0112039,tt0361192,tt4701182
nm0004886	Bill Duke	1943	\N	actor,director,producer	tt0376994,tt0088944,tt0242445,tt0093773
nm0004887	Nora Dunn	1952	\N	actress,soundtrack,writer	tt0405336,tt0157503,tt0910936,tt0120188
nm0004888	Debbe Dunning	1966	\N	actress,animation_department,miscellaneous	tt0312324,tt0116861,tt0859215,tt0101120
nm0004889	Jermaine Dupri	1972	\N	soundtrack,actor,music_department	tt0281364,tt0208003,tt0181316,tt0112442
nm0004890	Fred Durst	1970	\N	actor,soundtrack,director	tt0146675,tt0232500,tt0433035,tt7869070
nm0004891	John Dye	1963	2011	actor,director,producer	tt0108968,tt0092468,tt0092717,tt0103449
nm0004892	Kenneth 'Babyface' Edmonds	1959	\N	soundtrack,music_department,composer	tt0103859,tt0114885,tt0097428,tt0112442
nm0004893	Hallie Eisenberg	1992	\N	actress,soundtrack	tt0182789,tt0125454,tt0210567,tt0462346
nm0004894	Michael Eisner	1942	\N	producer,writer,executive	tt1355237,tt14850070,tt1002670,tt2309979
nm0004895	David James Elliott	1960	\N	actor,producer,director	tt2277932,tt0395843,tt0112022,tt3203606
nm0004896	Eminem	1972	\N	soundtrack,actor,composer	tt0298203,tt1201167
nm0004897	John Enos III	1962	\N	actor,writer	tt0183649
nm0004898	Omar Epps	1973	\N	actor,music_department,producer	tt0104573,tt0199725,tt0219653,tt0412142
nm0004899	Ethan Erickson	1973	\N	actor	tt0118276,tt0155776,tt0395843,tt1783732
nm0004900	Rob Estes	1963	\N	actor,director	tt10362466,tt0103491,tt1225901,tt0101198
nm0004901	Esther Cañadas	1977	\N	actress	tt0404513,tt0155267,tt0257231,tt0236195
nm0004902	Melissa Etheridge	1961	\N	soundtrack,actress,composer	tt0118972,tt0111397,tt0497116,tt0113845
nm0004903	Kevin Eubanks	1957	\N	music_department,soundtrack,actor	tt0460810,tt0176318,tt0201694,tt0485842
nm0004904	Angie Everhart	1969	\N	actress,producer	tt0107362,tt0297012,tt0117826,tt0810922
nm0004905	Ava Fabian	1962	\N	actress	tt0102940,tt0092925,tt0248742,tt0108763
nm0004906	Peter Facinelli	1973	\N	actor,director,producer	tt1190689,tt1324999,tt4016454,tt9794630
nm0004907	Donald Fagen	1948	\N	soundtrack,composer,actor	tt0443706,tt0790736,tt0429493,tt0181875
nm0004908	Edie Falco	1963	\N	actress,soundtrack,producer	tt0496424,tt6110318,tt0286179,tt0141842
nm0004909	Joey Fatone	1977	\N	producer,actor,soundtrack	tt3760922,tt0204946,tt0279286,tt0259446
nm0004910	David Faustino	1974	\N	actor,writer,producer	tt1695360,tt1674771,tt1372191,tt0092400
nm0004911	Angela Featherstone	1965	\N	actress,writer,director	tt0098904,tt0118880,tt0120888,tt0108778
nm0004912	Oded Fehr	1970	\N	actor	tt0209163,tt0205000,tt0120616,tt0432021
nm0004913	José Feliciano	1945	\N	soundtrack,actor,composer	tt0116282,tt0203009,tt0443706,tt0078239
nm0004914	Fergie	1975	\N	music_department,soundtrack,actress	tt0462322,tt0875034,tt1077258,tt0409182
nm0004915	Giselle Fernandez	1961	\N	actress,producer,director	tt0302640,tt0291766,tt0120885,tt0359225
nm0004916	Conchata Ferrell	1943	2020	actress,soundtrack	tt0195685,tt0099487,tt0095690,tt0369179
nm0004917	Kim Fields	1969	\N	actress,director,producer	tt0106056,tt0078610,tt15800166,tt1586265
nm0004918	Danielle Fishel	1981	\N	actress,producer,director	tt0362511,tt2543796,tt2591692,tt0105958
nm0004919	Denielle Fisher Johnson	\N	\N	actress	tt0106123,tt2776704,tt5563324,tt1723121
nm0004920	Frances Fisher	1952	\N	actress,camera_department	tt9866072,tt0323033,tt0105695,tt0120338
nm0004921	Joely Fisher	1967	\N	actress,director,producer	tt0108761,tt4494094,tt0141369,tt0110475
nm0004922	Schuyler Fisk	1982	\N	soundtrack,actress	tt0273923,tt1972779,tt0184907,tt1498569
nm0004923	Vitamin C	1972	\N	soundtrack,music_department,actress	tt0102510,tt0219653,tt0095270,tt0202470
nm0004924	Michael Flatley	1958	\N	actor,producer,director	tt2578426,tt8246646,tt6975900,tt4125206
nm0004925	Jennifer Flavin	1968	\N	actress	tt0139053,tt5779130,tt6812404,tt0100507
nm0004926	Heidi Fleiss	1965	\N	actress,producer	tt0435363,tt0284674,tt0384803,tt0112887
nm0004927	Beau Flynn	1970	\N	producer,miscellaneous,executive	tt2126355,tt0180093,tt2231461,tt1397514
nm0004928	John Fogerty	1945	\N	soundtrack,music_department,actor	tt0993840,tt1440129,tt0368008,tt0120611
nm0004929	David Foley	1963	\N	actor,writer,producer	tt0486640,tt0120536,tt0120623,tt0096626
nm0004930	Scott Foley	1972	\N	actor,producer,director	tt1837576,tt0134084,tt0460690,tt0134247
nm0004931	June Foray	1917	2017	actress,miscellaneous,soundtrack	tt0318155,tt0096438,tt0099472,tt0120762
nm0004932	Betty Ford	1918	2011	actress,writer	tt0092642,tt0103477,tt0065314,tt0081856
nm0004933	Faith Ford	1964	\N	actress,producer,soundtrack	tt0395699,tt0094514,tt0158743,tt0366025
nm0004934	Gerald Ford	1913	2006	actor	tt0271895,tt0046593,tt0081856,tt0484340
nm0004935	Ian Ford	\N	\N	actor	tt0486011,tt2554714,tt0082291
nm0004936	Ben Foster	1980	\N	actor,producer,soundtrack	tt2582782,tt0790712,tt3892172,tt0381849
nm0004937	Jamie Foxx	1967	\N	actor,producer,writer	tt1853728,tt0369339,tt0350258,tt0443489
nm0004938	Kirk Franklin	1970	\N	soundtrack,actor,producer	tt0116126,tt0477051,tt5580266,tt0146838
nm0004939	Joe Frazier	1944	2011	actor,soundtrack	tt0093088,tt0075148,tt9459336,tt0372799
nm0004940	Glenn Frey	1948	2016	soundtrack,actor,composer	tt0086960,tt0116695,tt10121392,tt0298845
nm0004941	Soleil Moon Frye	1976	\N	actress,producer,soundtrack	tt0115341,tt0144289,tt0110913,tt0086787
nm0004942	Daisy Fuentes	1966	\N	actress	tt0085049,tt0115994,tt0096542,tt0111996
nm0004943	Warren G	1970	\N	soundtrack,actor,composer	tt0109035,tt0119215,tt0112442,tt0208003
nm0004944	Michael Galeota	1984	2016	actor	tt0211816,tt0112602,tt0118264,tt0115916
nm0004945	Garbage	\N	\N	soundtrack,composer,actor	tt0143145,tt0117509,tt4154664,tt0133751
nm0004946	Randy Gardner	1957	\N	actor,miscellaneous,writer	tt1230433,tt0098749,tt0078622,tt0206184
nm0004947	Jennifer Gareis	1970	\N	actress	tt0216216,tt0265198,tt0212346,tt0119951
nm0004948	Priscilla Garita	1968	\N	actress	tt2226417,tt7820906,tt2249007,tt3502248
nm0004949	Troy Garity	1973	\N	actor,producer,miscellaneous	tt1833285,tt0324013,tt2891574,tt3628584
nm0004950	Jennifer Garner	1972	\N	actress,producer,soundtrack	tt0467406,tt0337563,tt0287978,tt0285333
nm0004951	Brad Garrett	1960	\N	actor,producer,music_department	tt0382932,tt0398286,tt4575576,tt0115167
nm0004952	Cynthia Garrett	1964	\N	actress,producer	tt0948534,tt0820001,tt11876878,tt0423370
